State,Year,Region,Age_Group,Gender,Literacy_Rate (%),Dropout_Rate (%),Internet_Access (%),Govt_Education_Spending (₹ per student),Teacher_Student_Ratio
Chhattisgarh,2016,Rural,15-24,Male,58.74,24.79,54.48,5045.87,37.57
Chhattisgarh,2016,Urban,15-24,Female,83.04,13.95,68.94,4572.9,30.86
Chhattisgarh,2016,Rural,15-24,Female,76.98,25.22,76.16,6265.18,30.64
Chhattisgarh,2016,Urban,Above 24,Male,39.63,16.18,61.89,3858.81,26.81
Chhattisgarh,2016,Rural,Above 24,Male,63.53,19.06,21.61,3637.82,32.75
Chhattisgarh,2016,Urban,Above 24,Female,79.23,13.21,58.19,3717.39,25.95
Chhattisgarh,2016,Rural,Above 24,Female,65.4,23.43,14.29,4323.42,19.34
Chhattisgarh,2017,Urban,Below 15,Male,61.48,14.83,78.17,4859.55,37.37
Chhattisgarh,2017,Rural,Below 15,Male,63.2,13.84,77.79,4302.74,35.88
Chhattisgarh,2017,Urban,Below 15,Female,73.06,1.0,39.33,4036.81,38.45
Chhattisgarh,2017,Rural,Below 15,Female,70.88,20.57,30.19,5792.7,22.28
Chhattisgarh,2017,Urban,15-24,Male,84.13,15.95,67.39,5570.87,24.36
Chhattisgarh,2017,Rural,15-24,Male,58.5,22.1,39.0,7201.91,35.41
Chhattisgarh,2017,Urban,15-24,Female,72.91,10.72,41.8,3679.82,30.92
Chhattisgarh,2017,Rural,15-24,Female,81.27,27.61,48.44,4241.47,32.15
Chhattisgarh,2017,Urban,Above 24,Male,72.81,18.59,67.16,4430.93,15.0
Chhattisgarh,2017,Rural,Above 24,Male,66.05,20.18,28.98,3899.42,36.34
Chhattisgarh,2017,Urban,Above 24,Female,58.23,15.29,62.02,4189.15,21.01
Chhattisgarh,2017,Rural,Above 24,Female,66.78,28.3,56.72,3808.57,39.08
Chhattisgarh,2018,Urban,Below 15,Male,74.83,16.87,82.1,2145.49,21.97
Chhattisgarh,2018,Rural,Below 15,Male,77.44,16.76,29.64,3993.13,15.0
Chhattisgarh,2018,Urban,Below 15,Female,72.12,21.05,82.07,6252.33,37.06
Chhattisgarh,2018,Rural,Below 15,Female,73.27,25.87,50.66,4350.22,38.26
Chhattisgarh,2018,Urban,15-24,Male,96.54,13.6,59.18,4611.08,36.65
Chhattisgarh,2018,Rural,15-24,Male,79.98,14.88,73.67,3987.07,27.88
Chhattisgarh,2018,Urban,15-24,Female,67.97,29.49,73.63,3819.22,36.91
Chhattisgarh,2018,Rural,15-24,Female,74.69,21.06,57.61,3839.77,26.06
Chhattisgarh,2018,Urban,Above 24,Male,57.9,3.38,95.0,5813.14,30.53
Chhattisgarh,2018,Rural,Above 24,Male,84.63,15.2,41.35,4545.21,29.0
Chhattisgarh,2018,Urban,Above 24,Female,70.85,15.72,72.25,5069.99,38.25
Chhattisgarh,2018,Rural,Above 24,Female,66.88,11.15,24.71,4619.02,28.63
Chhattisgarh,2019,Urban,Below 15,Male,78.87,9.92,95.0,3435.82,15.0
Chhattisgarh,2019,Rural,Below 15,Male,71.32,14.12,49.74,4967.11,40.27
Chhattisgarh,2019,Urban,Below 15,Female,57.93,7.22,76.43,5116.37,47.55
Chhattisgarh,2019,Rural,Below 15,Female,72.56,15.72,31.64,4048.57,25.26
Chhattisgarh,2019,Urban,15-24,Male,88.55,17.28,50.15,4151.28,37.02
Chhattisgarh,2019,Rural,15-24,Male,75.52,24.84,50.74,5801.14,31.89
Chhattisgarh,2019,Urban,15-24,Female,73.14,11.42,73.74,2547.44,28.53
Chhattisgarh,2019,Rural,15-24,Female,64.94,15.18,31.08,5147.73,31.85
Chhattisgarh,2019,Urban,Above 24,Male,79.02,11.53,71.39,5494.29,30.99
Chhattisgarh,2019,Rural,Above 24,Male,53.42,24.15,50.56,4028.6,19.97
Chhattisgarh,2019,Urban,Above 24,Female,76.96,9.41,93.61,4223.27,23.3
Chhattisgarh,2019,Rural,Above 24,Female,71.96,20.63,47.53,5041.09,29.7
Chhattisgarh,2020,Urban,Below 15,Male,80.34,15.82,79.38,4364.58,40.82
Chhattisgarh,2020,Rural,Below 15,Male,44.35,26.26,19.41,3998.33,29.67
Chhattisgarh,2020,Urban,Below 15,Female,71.54,15.03,54.13,4708.61,25.37
Chhattisgarh,2020,Rural,Below 15,Female,65.95,15.68,46.39,4060.06,25.92
Chhattisgarh,2020,Urban,15-24,Male,84.87,20.72,61.03,3804.99,34.91
Chhattisgarh,2020,Rural,15-24,Male,71.67,26.15,31.41,3076.45,25.74
Chhattisgarh,2020,Urban,15-24,Female,69.34,15.61,60.45,5092.81,27.69
Chhattisgarh,2020,Rural,15-24,Female,68.5,22.79,47.92,4480.7,34.08
Chhattisgarh,2020,Urban,Above 24,Male,70.04,17.0,66.45,3450.76,31.5
Chhattisgarh,2020,Rural,Above 24,Male,59.49,19.33,78.14,3870.74,32.66
Chhattisgarh,2020,Urban,Above 24,Female,55.44,12.27,56.71,4000.13,21.19
Chhattisgarh,2020,Rural,Above 24,Female,70.32,21.04,45.35,3808.46,42.72
Chhattisgarh,2021,Urban,Below 15,Male,70.5,1.0,76.88,3616.18,37.91
Chhattisgarh,2021,Rural,Below 15,Male,64.19,19.02,66.02,3532.91,25.47
Chhattisgarh,2021,Urban,Below 15,Female,72.24,17.69,60.12,4024.4,33.83
Chhattisgarh,2021,Rural,Below 15,Female,57.23,16.76,21.73,6271.46,19.22
Chhattisgarh,2021,Urban,15-24,Male,78.78,15.84,95.0,3440.12,45.87
Chhattisgarh,2021,Rural,15-24,Male,79.57,24.09,30.23,4956.91,24.21
Chhattisgarh,2021,Urban,15-24,Female,89.67,11.14,68.3,4055.78,22.1
Chhattisgarh,2021,Rural,15-24,Female,74.41,24.68,63.14,3076.1,38.51
Chhattisgarh,2021,Urban,Above 24,Male,99.0,7.74,95.0,4289.47,19.02
Chhattisgarh,2021,Rural,Above 24,Male,64.94,21.24,32.43,4019.73,34.75
Chhattisgarh,2021,Urban,Above 24,Female,73.03,12.92,73.57,4883.7,26.54
Chhattisgarh,2021,Rural,Above 24,Female,65.32,11.36,64.33,3992.58,39.03
Chhattisgarh,2022,Urban,Below 15,Male,75.66,11.01,62.58,3687.2,16.04
Chhattisgarh,2022,Rural,Below 15,Male,57.45,14.38,48.18,5308.3,26.43
Chhattisgarh,2022,Urban,Below 15,Female,64.18,2.79,77.2,5606.56,40.13
Chhattisgarh,2022,Rural,Below 15,Female,70.1,19.19,70.46,4765.67,35.17
Chhattisgarh,2022,Urban,15-24,Male,78.79,9.19,59.74,4492.67,30.49
Chhattisgarh,2022,Rural,15-24,Male,91.26,22.41,62.68,4151.94,27.51
Chhattisgarh,2022,Urban,15-24,Female,63.71,12.29,77.9,4506.05,37.54
Chhattisgarh,2022,Rural,15-24,Female,68.81,20.24,77.22,4424.88,39.3
Chhattisgarh,2022,Urban,Above 24,Male,73.99,13.55,83.92,4666.79,15.0
Chhattisgarh,2022,Rural,Above 24,Male,68.18,22.15,52.91,4856.67,16.22
Chhattisgarh,2022,Urban,Above 24,Female,65.8,12.06,76.16,5471.73,28.84
Chhattisgarh,2022,Rural,Above 24,Female,67.06,16.08,30.2,2695.37,33.45
Chhattisgarh,2023,Urban,Below 15,Male,79.74,6.91,45.71,5003.79,27.87
Chhattisgarh,2023,Rural,Below 15,Male,73.57,25.32,12.88,3940.32,28.32
Chhattisgarh,2023,Urban,Below 15,Female,87.55,1.82,95.0,4608.68,29.23
Chhattisgarh,2023,Rural,Below 15,Female,61.02,13.82,60.72,3645.18,32.76
Chhattisgarh,2023,Urban,15-24,Male,78.16,12.19,95.0,4835.24,34.91
Chhattisgarh,2023,Rural,15-24,Male,83.38,14.89,71.28,2492.83,23.85
Chhattisgarh,2023,Urban,15-24,Female,72.41,18.91,73.28,4366.55,29.9
Chhattisgarh,2023,Rural,15-24,Female,57.22,14.51,55.9,5054.96,42.68
Chhattisgarh,2023,Urban,Above 24,Male,70.1,13.46,65.74,5452.38,38.18
Chhattisgarh,2023,Rural,Above 24,Male,70.11,14.3,59.41,5017.52,24.52
Chhattisgarh,2023,Urban,Above 24,Female,59.72,8.56,92.73,5417.19,21.1
Chhattisgarh,2023,Rural,Above 24,Female,51.32,22.37,27.97,4907.44,25.07
Jharkhand,2015,Urban,Below 15,Male,94.17,6.15,87.15,4647.89,32.02
Jharkhand,2015,Rural,Below 15,Male,48.3,4.99,41.69,4697.52,21.0
Jharkhand,2015,Urban,Below 15,Female,62.11,12.81,78.44,4389.81,36.24
Jharkhand,2015,Rural,Below 15,Female,51.26,14.22,69.72,4554.66,31.01
Jharkhand,2015,Urban,15-24,Male,99.0,9.0,81.95,5831.19,27.4
Jharkhand,2015,Rural,15-24,Male,80.6,17.09,34.7,4807.97,36.39
Jharkhand,2015,Urban,15-24,Female,88.21,23.85,68.99,5454.89,27.26
Jharkhand,2015,Rural,15-24,Female,76.02,23.04,51.69,4838.81,17.16
Jharkhand,2015,Urban,Above 24,Male,66.76,10.51,44.69,5164.97,36.97
Jharkhand,2015,Rural,Above 24,Male,71.27,10.39,65.7,6129.77,31.18
Jharkhand,2015,Urban,Above 24,Female,78.11,11.01,77.96,4404.35,29.72
Jharkhand,2015,Rural,Above 24,Female,72.06,27.73,24.0,4416.95,20.56
Jharkhand,2016,Urban,Below 15,Male,93.92,7.06,48.35,5010.55,43.95
Jharkhand,2016,Rural,Below 15,Male,74.64,17.02,51.14,5631.87,23.01
Jharkhand,2016,Urban,Below 15,Female,71.88,7.74,52.48,4237.3,38.86
Jharkhand,2016,Rural,Below 15,Female,68.67,19.22,47.2,4918.66,23.6
Jharkhand,2016,Urban,15-24,Male,78.9,16.96,74.16,4756.15,28.89
Jharkhand,2016,Rural,15-24,Male,68.23,37.79,58.6,4830.52,28.13
Jharkhand,2016,Urban,15-24,Female,72.49,15.35,74.39,2995.65,17.44
Jharkhand,2016,Rural,15-24,Female,60.63,23.04,41.41,5682.5,18.14
Jharkhand,2016,Urban,Above 24,Male,70.49,17.6,71.97,5207.87,46.41
Jharkhand,2016,Rural,Above 24,Male,61.06,15.5,40.91,2936.33,27.52
Jharkhand,2016,Urban,Above 24,Female,81.81,12.7,79.29,4199.59,24.75
Jharkhand,2016,Rural,Above 24,Female,75.69,13.51,49.41,4630.67,41.69
Jharkhand,2017,Urban,Below 15,Male,87.71,3.52,52.19,4963.13,29.49
Jharkhand,2017,Rural,Below 15,Male,63.45,21.08,47.81,4541.97,36.24
Jharkhand,2017,Urban,Below 15,Female,69.25,17.84,58.18,5025.54,41.47
Jharkhand,2017,Rural,Below 15,Female,49.23,14.28,62.13,5425.8,28.63
Jharkhand,2017,Urban,15-24,Male,74.65,20.78,87.75,3568.27,20.37
Jharkhand,2017,Rural,15-24,Male,74.25,25.15,40.51,5043.44,24.32
Jharkhand,2017,Urban,15-24,Female,55.85,13.88,70.95,4279.33,20.73
Jharkhand,2017,Rural,15-24,Female,48.84,19.43,58.46,5504.96,39.5
Jharkhand,2017,Urban,Above 24,Male,69.84,4.23,77.45,5008.08,33.2
Jharkhand,2017,Rural,Above 24,Male,47.86,11.67,44.55,4889.77,36.14
Jharkhand,2017,Urban,Above 24,Female,74.44,11.65,71.27,5048.5,32.5
Jharkhand,2017,Rural,Above 24,Female,63.66,14.66,46.22,4887.67,32.14
Jharkhand,2018,Urban,Below 15,Male,81.81,16.71,73.98,3980.8,37.07
Jharkhand,2018,Rural,Below 15,Male,54.34,10.59,50.04,4913.12,20.04
Jharkhand,2018,Urban,Below 15,Female,69.17,6.97,62.7,5254.88,35.65
Jharkhand,2018,Rural,Below 15,Female,62.81,13.27,24.76,5636.15,34.74
Jharkhand,2018,Urban,15-24,Male,74.93,19.6,68.95,4270.31,33.48
Jharkhand,2018,Rural,15-24,Male,64.59,20.28,46.82,4100.44,35.35
Jharkhand,2018,Urban,15-24,Female,95.69,12.23,45.02,2898.61,28.8
Jharkhand,2018,Rural,15-24,Female,60.37,23.04,46.99,3217.43,15.48
Jharkhand,2018,Urban,Above 24,Male,80.96,10.68,63.61,3174.29,33.77
Jharkhand,2018,Rural,Above 24,Male,80.72,17.39,32.29,4535.64,19.07
Jharkhand,2018,Urban,Above 24,Female,83.58,10.41,43.48,4259.46,33.71
Jharkhand,2018,Rural,Above 24,Female,59.67,14.62,26.63,4953.23,24.81
Jharkhand,2019,Urban,Below 15,Male,56.44,8.14,84.72,4190.46,43.9
Jharkhand,2019,Rural,Below 15,Male,72.29,17.69,43.07,4445.37,27.89
Jharkhand,2019,Urban,Below 15,Female,69.98,12.65,55.96,3639.28,21.01
Jharkhand,2019,Rural,Below 15,Female,83.46,18.65,49.57,3653.99,34.99
Jharkhand,2019,Urban,15-24,Male,80.83,17.07,55.35,4628.22,26.61
Jharkhand,2019,Rural,15-24,Male,64.34,25.67,21.93,4951.82,35.48
Jharkhand,2019,Urban,15-24,Female,68.2,11.9,66.65,4725.63,28.78
Jharkhand,2019,Rural,15-24,Female,71.34,30.81,37.38,3127.86,36.61
Jharkhand,2019,Urban,Above 24,Male,94.83,11.96,53.68,4400.89,21.05
Jharkhand,2019,Rural,Above 24,Male,74.43,9.24,40.5,3696.53,31.01
Jharkhand,2019,Urban,Above 24,Female,69.34,10.88,70.34,3710.67,35.02
Jharkhand,2019,Rural,Above 24,Female,62.51,11.06,78.61,4881.14,28.77
Jharkhand,2020,Urban,Below 15,Male,92.15,19.21,67.82,4777.92,22.1
Jharkhand,2020,Rural,Below 15,Male,66.53,15.0,47.77,4766.21,34.48
Jharkhand,2020,Urban,Below 15,Female,75.38,3.95,55.92,4062.87,27.74
Jharkhand,2020,Rural,Below 15,Female,73.51,10.19,39.64,5262.41,27.6
Jharkhand,2020,Urban,15-24,Male,86.6,15.3,73.85,4317.22,35.34
Jharkhand,2020,Rural,15-24,Male,56.55,20.18,49.45,4926.96,41.94
Jharkhand,2020,Urban,15-24,Female,73.09,23.4,60.11,5562.92,36.54
Jharkhand,2020,Rural,15-24,Female,57.87,23.54,44.23,5000.47,28.21
Jharkhand,2020,Urban,Above 24,Male,74.93,16.85,68.52,5161.14,28.2
Jharkhand,2020,Rural,Above 24,Male,84.67,12.61,35.79,5719.61,26.44
Jharkhand,2020,Urban,Above 24,Female,89.01,14.46,67.68,3049.37,29.85
Jharkhand,2020,Rural,Above 24,Female,64.02,21.84,68.83,3952.01,36.41
Jharkhand,2021,Urban,Below 15,Male,85.65,15.37,77.48,2946.0,28.76
Jharkhand,2021,Rural,Below 15,Male,56.44,14.99,59.7,4744.12,39.18
Jharkhand,2021,Urban,Below 15,Female,76.42,3.51,32.19,4619.05,28.29
Jharkhand,2021,Rural,Below 15,Female,53.23,7.5,33.98,4344.41,35.33
Jharkhand,2021,Urban,15-24,Male,83.89,24.04,54.47,5204.85,30.38
Jharkhand,2021,Rural,15-24,Male,78.95,19.82,61.08,4736.18,24.56
Jharkhand,2021,Urban,15-24,Female,76.88,14.8,77.34,3556.18,29.77
Jharkhand,2021,Rural,15-24,Female,70.95,22.17,65.2,5119.22,29.94
Jharkhand,2021,Urban,Above 24,Male,80.17,11.48,76.05,3039.47,27.59
Jharkhand,2021,Rural,Above 24,Male,53.16,22.39,44.09,4345.33,37.17
Jharkhand,2021,Urban,Above 24,Female,77.22,4.36,68.94,4231.87,16.04
Jharkhand,2021,Rural,Above 24,Female,56.1,15.08,43.28,3314.21,39.21
Jharkhand,2022,Urban,Below 15,Male,76.98,10.19,76.01,3869.54,33.65
Jharkhand,2022,Rural,Below 15,Male,64.33,11.52,53.6,5693.34,35.8
Jharkhand,2022,Urban,Below 15,Female,82.23,7.4,46.04,5692.11,46.44
Jharkhand,2022,Rural,Below 15,Female,78.43,14.32,27.68,3647.45,16.53
Jharkhand,2022,Urban,15-24,Male,80.93,24.03,67.88,4741.86,41.0
Jharkhand,2022,Rural,15-24,Male,67.96,32.18,74.88,4395.11,25.38
Jharkhand,2022,Urban,15-24,Female,83.97,14.26,52.65,5524.99,39.73
Jharkhand,2022,Rural,15-24,Female,68.56,15.69,26.56,4585.78,26.0
Jharkhand,2022,Urban,Above 24,Male,74.59,15.11,81.0,5602.51,22.08
Jharkhand,2022,Rural,Above 24,Male,64.57,19.79,51.72,5725.9,33.36
Jharkhand,2022,Urban,Above 24,Female,91.48,12.7,85.93,4241.19,30.11
Jharkhand,2022,Rural,Above 24,Female,72.11,24.06,55.94,4433.46,41.02
Jharkhand,2023,Urban,Below 15,Male,56.08,2.89,80.22,4511.29,34.84
Jharkhand,2023,Rural,Below 15,Male,68.64,18.85,32.78,4956.39,37.96
Jharkhand,2023,Urban,Below 15,Female,85.21,20.07,73.66,4719.13,17.81
Jharkhand,2023,Rural,Below 15,Female,57.69,15.03,60.75,4011.2,36.37
Jharkhand,2023,Urban,15-24,Male,81.98,15.11,73.73,4187.07,26.57
Jharkhand,2023,Rural,15-24,Male,54.95,20.76,37.8,4087.22,33.33
Jharkhand,2023,Urban,15-24,Female,83.59,17.16,84.93,4960.45,27.64
Jharkhand,2023,Rural,15-24,Female,62.37,23.56,53.61,5618.28,39.53
Jharkhand,2023,Urban,Above 24,Male,72.59,9.49,80.07,5354.4,37.51
Jharkhand,2023,Rural,Above 24,Male,67.36,9.73,30.02,4718.11,32.74
Jharkhand,2023,Urban,Above 24,Female,62.01,10.22,79.47,3579.02,38.84
Jharkhand,2023,Rural,Above 24,Female,59.22,22.29,37.0,3678.7,26.33
Assam,2015,Urban,Below 15,Male,77.05,8.06,66.76,4767.17,28.63
Assam,2015,Rural,Below 15,Male,67.34,7.45,50.88,4428.64,42.88
Assam,2015,Urban,Below 15,Female,63.6,1.0,79.27,4777.22,21.93
Assam,2015,Rural,Below 15,Female,47.7,23.69,66.21,2510.03,26.33
Assam,2015,Urban,15-24,Male,98.64,13.62,62.64,4273.79,21.03
Assam,2015,Rural,15-24,Male,54.95,27.26,17.36,4697.82,37.09
Assam,2015,Urban,15-24,Female,62.49,11.38,88.2,4926.31,25.06
Assam,2015,Rural,15-24,Female,79.02,28.03,49.04,3779.87,26.69
Assam,2015,Urban,Above 24,Male,80.86,9.06,84.08,3276.18,18.05
Assam,2015,Rural,Above 24,Male,69.81,13.54,35.59,3085.55,30.16
Assam,2015,Urban,Above 24,Female,72.47,13.27,71.03,4393.92,39.42
Assam,2015,Rural,Above 24,Female,49.88,18.68,19.93,3829.31,20.3
Assam,2016,Urban,Below 15,Male,85.82,9.67,69.8,3614.61,27.6
Assam,2016,Rural,Below 15,Male,60.37,17.92,30.13,5563.84,16.6
Assam,2016,Urban,Below 15,Female,64.93,18.39,63.47,3448.1,31.75
Assam,2016,Rural,Below 15,Female,58.25,11.82,28.56,6714.7,27.99
Assam,2016,Urban,15-24,Male,62.74,23.47,79.17,3886.83,22.54
Assam,2016,Rural,15-24,Male,78.73,20.77,16.11,5929.79,26.53
Assam,2016,Urban,15-24,Female,91.96,22.39,54.98,5326.55,24.79
Assam,2016,Rural,15-24,Female,48.33,19.88,50.96,4129.81,27.54
Assam,2016,Urban,Above 24,Male,89.44,10.53,57.35,5061.62,31.58
Assam,2016,Rural,Above 24,Male,42.78,18.14,50.88,4516.1,37.13
Assam,2016,Urban,Above 24,Female,66.28,11.68,46.5,4825.67,45.62
Assam,2016,Rural,Above 24,Female,53.05,12.2,34.35,4604.0,21.5
Assam,2017,Urban,Below 15,Male,82.21,14.23,78.02,3085.27,37.96
Assam,2017,Rural,Below 15,Male,77.37,20.15,50.59,4676.15,38.26
Assam,2017,Urban,Below 15,Female,92.24,5.23,86.17,4431.03,28.96
Assam,2017,Rural,Below 15,Female,47.63,14.58,30.04,4128.92,21.21
Assam,2017,Urban,15-24,Male,77.51,13.97,71.45,3208.2,18.44
Assam,2017,Rural,15-24,Male,75.62,18.01,61.12,4680.22,34.85
Assam,2017,Urban,15-24,Female,91.11,14.45,61.38,5197.36,34.08
Assam,2017,Rural,15-24,Female,65.13,28.96,41.82,4526.22,30.17
Assam,2017,Urban,Above 24,Male,68.65,10.39,90.95,4855.97,30.25
Assam,2017,Rural,Above 24,Male,66.38,17.65,56.25,4987.39,27.35
Assam,2017,Urban,Above 24,Female,76.25,12.4,54.89,4634.58,15.0
Assam,2017,Rural,Above 24,Female,67.83,19.3,56.21,4183.96,32.47
Assam,2018,Urban,Below 15,Male,92.24,17.07,69.56,4611.46,38.89
Assam,2018,Rural,Below 15,Male,52.99,14.38,65.03,5280.16,32.95
Assam,2018,Urban,Below 15,Female,57.94,9.75,61.15,4764.83,23.53
Assam,2018,Rural,Below 15,Female,52.74,5.68,63.33,4180.18,31.26
Assam,2018,Urban,15-24,Male,81.98,10.66,51.11,3695.75,24.21
Assam,2018,Rural,15-24,Male,75.67,18.02,71.2,5321.72,36.47
Assam,2018,Urban,15-24,Female,75.8,23.57,66.73,4474.99,31.36
Assam,2018,Rural,15-24,Female,74.02,25.18,37.87,4073.61,35.12
Assam,2018,Urban,Above 24,Male,85.15,8.03,46.19,4334.15,34.99
Assam,2018,Rural,Above 24,Male,86.05,10.01,38.6,4188.48,40.85
Assam,2018,Urban,Above 24,Female,72.65,5.46,78.38,4176.29,20.2
Assam,2018,Rural,Above 24,Female,54.07,24.67,50.76,4586.21,28.0
Assam,2019,Urban,Below 15,Male,80.92,11.4,74.38,4591.88,36.95
Assam,2019,Rural,Below 15,Male,68.23,11.11,35.81,2916.79,46.21
Assam,2019,Urban,Below 15,Female,81.63,5.85,65.77,3990.5,42.34
Assam,2019,Rural,Below 15,Female,48.8,16.57,43.37,5161.47,29.17
Assam,2019,Urban,15-24,Male,64.42,14.74,55.42,4563.66,41.47
Assam,2019,Rural,15-24,Male,54.61,18.0,36.71,4194.7,35.92
Assam,2019,Urban,15-24,Female,75.26,18.08,60.61,4683.94,36.22
Assam,2019,Rural,15-24,Female,59.68,25.91,45.79,5336.37,28.39
Assam,2019,Urban,Above 24,Male,81.81,9.8,68.56,4707.14,34.29
Assam,2019,Rural,Above 24,Male,55.5,23.17,17.11,3952.15,29.25
Assam,2019,Urban,Above 24,Female,77.12,17.88,42.13,4093.84,15.0
Assam,2019,Rural,Above 24,Female,63.32,17.36,68.86,4596.51,38.35
Assam,2020,Urban,Below 15,Male,83.84,7.82,48.87,4720.0,18.06
Assam,2020,Rural,Below 15,Male,80.95,15.19,62.93,4115.83,32.15
Assam,2020,Urban,Below 15,Female,75.09,9.77,63.51,4813.96,22.59
Assam,2020,Rural,Below 15,Female,50.91,22.21,55.91,4552.71,43.32
Assam,2020,Urban,15-24,Male,79.32,22.61,72.63,3680.2,44.78
Assam,2020,Rural,15-24,Male,81.91,21.39,55.91,4177.04,36.63
Assam,2020,Urban,15-24,Female,53.09,10.9,84.69,4300.28,31.66
Assam,2020,Rural,15-24,Female,53.53,31.24,62.86,4339.45,26.76
Assam,2020,Urban,Above 24,Male,88.3,19.91,84.31,6237.44,22.62
Assam,2020,Rural,Above 24,Male,59.81,10.06,51.63,4640.48,28.78
Assam,2020,Urban,Above 24,Female,81.09,16.16,47.12,4022.42,36.56
Assam,2020,Rural,Above 24,Female,58.32,12.01,60.28,3468.4,27.59
Assam,2021,Urban,Below 15,Male,81.29,7.13,81.75,4044.9,41.27
Assam,2021,Rural,Below 15,Male,66.74,19.36,56.19,3997.97,15.0
Assam,2021,Urban,Below 15,Female,76.61,10.36,78.34,4318.78,26.56
Assam,2021,Rural,Below 15,Female,83.08,8.64,56.01,4040.32,27.31
Assam,2021,Urban,15-24,Male,78.83,11.98,78.57,5612.51,33.76
Assam,2021,Rural,15-24,Male,73.03,17.07,52.75,6225.08,26.95
Assam,2021,Urban,15-24,Female,73.24,13.19,62.66,2303.76,33.24
Assam,2021,Rural,15-24,Female,58.54,13.95,56.3,3634.39,27.29
Assam,2021,Urban,Above 24,Male,92.66,2.95,47.01,4715.44,39.2
Assam,2021,Rural,Above 24,Male,52.26,18.04,53.71,2852.67,36.39
Assam,2021,Urban,Above 24,Female,81.77,8.44,88.79,5409.16,30.82
Assam,2021,Rural,Above 24,Female,58.49,11.14,44.44,4955.81,27.41
Assam,2022,Urban,Below 15,Male,56.02,16.34,72.85,4196.3,36.86
Assam,2022,Rural,Below 15,Male,83.25,1.99,51.51,3358.68,33.99
Assam,2022,Urban,Below 15,Female,74.28,13.18,62.51,3001.41,26.4
Assam,2022,Rural,Below 15,Female,67.07,21.08,27.42,5321.65,24.82
Assam,2022,Urban,15-24,Male,85.62,13.45,72.73,5213.5,20.18
Assam,2022,Rural,15-24,Male,65.2,22.92,81.02,3809.45,46.32
Assam,2022,Urban,15-24,Female,97.04,15.51,65.53,3946.35,29.45
Assam,2022,Rural,15-24,Female,52.93,21.62,67.45,4011.13,28.07
Assam,2022,Urban,Above 24,Male,60.99,11.87,73.97,4550.96,28.27
Assam,2022,Rural,Above 24,Male,65.07,18.51,44.57,4751.98,31.72
Assam,2022,Urban,Above 24,Female,84.23,13.38,72.89,5714.74,33.36
Assam,2022,Rural,Above 24,Female,76.05,19.03,17.37,5543.87,31.08
Assam,2023,Urban,Below 15,Male,77.48,11.41,64.83,4681.62,25.26
Assam,2023,Rural,Below 15,Male,80.74,15.43,39.26,3760.06,32.15
Assam,2023,Urban,Below 15,Female,74.87,11.94,54.59,3219.06,35.0
Assam,2023,Rural,Below 15,Female,77.85,10.87,68.84,4727.13,29.94
Assam,2023,Urban,15-24,Male,78.02,9.08,84.82,3879.51,23.76
Assam,2023,Rural,15-24,Male,81.92,12.59,22.15,4485.49,32.35
Assam,2023,Urban,15-24,Female,81.85,14.49,95.0,4317.69,28.15
Assam,2023,Rural,15-24,Female,59.03,22.62,54.22,5462.86,18.09
Assam,2023,Urban,Above 24,Male,75.54,12.23,78.81,4505.24,34.34
Assam,2023,Rural,Above 24,Male,59.91,23.79,59.89,3424.06,21.4
Assam,2023,Urban,Above 24,Female,62.53,13.39,50.73,4235.18,33.64
Assam,2023,Rural,Above 24,Female,62.34,17.29,29.01,4975.88,25.09
